permno,date,return,price,shares_outstanding,volume,return_ex_dividends,market_cap,entry_year,total_assets,current_assets,common_equity,cash_equivalents,cost_of_goods_sold,debt_current,debt_long_term,depreciation_amortization,income_before_extraordinary_items,inventories,liabilities_current,liabilities_total,net_income,property_plant_equipment,sales,stockholders_equity
17830,2011-10-31,0.1083,77.98,906088.0,1093918.0,0.1083,70656742.24000001,2010.0,61948.0,26424.0,22590.0,5966.0,10014.0,1863.0,9501.0,324.0,1287.0,8617.0,20064.0,38033.0,1324.0,6137.0,14235.0,22590.0
17830,2011-11-30,-0.011542,76.6,906088.0,885044.0,-0.017697,69406340.8,2010.0,61948.0,26424.0,22590.0,5966.0,10014.0,1863.0,9501.0,324.0,1287.0,8617.0,20064.0,38033.0,1324.0,6137.0,14235.0,22590.0
17830,2011-12-30,-0.045823,73.09,906088.0,931731.0,-0.045823,66225971.92,2010.0,61948.0,26424.0,22590.0,5966.0,10014.0,1863.0,9501.0,324.0,1287.0,8617.0,20064.0,38033.0,1324.0,6137.0,14235.0,22590.0
17830,2012-01-31,0.071966,78.35,906088.0,968989.0,0.071966,70991994.8,2010.0,61452.0,25758.0,21880.0,5997.0,10110.0,759.0,9501.0,301.0,1278.0,7797.0,18616.0,38274.0,1325.0,6201.0,14377.0,21880.0
17830,2012-02-29,0.07658,83.87,910162.0,923309.0,0.070453,76335286.94,2010.0,61452.0,25758.0,21880.0,5997.0,10110.0,759.0,9501.0,301.0,1278.0,7797.0,18616.0,38274.0,1325.0,6201.0,14377.0,21880.0
17830,2012-03-30,-0.011089,82.94,910162.0,993823.0,-0.011089,75488836.28,2010.0,61452.0,25758.0,21880.0,5997.0,10110.0,759.0,9501.0,301.0,1278.0,7797.0,18616.0,38274.0,1325.0,6201.0,14377.0,21880.0
17830,2012-04-30,-0.015674,81.64,911358.0,659662.0,-0.015674,74403267.12,2010.0,61724.0,27847.0,22492.0,6285.0,8550.0,300.0,9491.0,318.0,1189.0,8366.0,18330.0,37932.0,330.0,5835.0,12416.0,22492.0
17830,2012-05-31,-0.086355,74.11,911358.0,807067.0,-0.092234,67540741.38,2010.0,61724.0,27847.0,22492.0,6285.0,8550.0,300.0,9491.0,318.0,1189.0,8366.0,18330.0,37932.0,330.0,5835.0,12416.0,22492.0
17830,2012-06-29,0.019161,75.53,911358.0,971587.0,0.019161,68834869.74,2010.0,61724.0,27847.0,22492.0,6285.0,8550.0,300.0,9491.0,318.0,1189.0,8366.0,18330.0,37932.0,330.0,5835.0,12416.0,22492.0
17830,2012-07-31,-0.014431,74.44,911787.0,772130.0,-0.014431,67873424.28,2010.0,74653.0,39142.0,22604.0,16681.0,9579.0,271.0,20450.0,307.0,1466.0,8502.0,19793.0,50690.0,1328.0,5717.0,13807.0,22604.0
17830,2012-08-31,0.079863,79.85,911787.0,839162.0,0.072676,72806191.94999999,2010.0,74653.0,39142.0,22604.0,16681.0,9579.0,271.0,20450.0,307.0,1466.0,8502.0,19793.0,50690.0,1328.0,5717.0,13807.0,22604.0
17830,2012-09-28,-0.019537,78.29,911787.0,970866.0,-0.019537,71383804.23,2010.0,74653.0,39142.0,22604.0,16681.0,9579.0,271.0,20450.0,307.0,1466.0,8502.0,19793.0,50690.0,1328.0,5717.0,13807.0,22604.0
17830,2012-10-31,-0.00166,78.16,916545.0,813350.0,-0.00166,71637157.2,2010.0,91946.0,31685.0,24955.0,6242.0,10500.0,5291.0,23409.0,422.0,1247.0,10467.0,26452.0,65622.0,1415.0,8239.0,15042.0,24955.0
17830,2012-11-30,0.031794,80.11,916545.0,859182.0,0.024949,73424419.95,2010.0,91946.0,31685.0,24955.0,6242.0,10500.0,5291.0,23409.0,422.0,1247.0,10467.0,26452.0,65622.0,1415.0,8239.0,15042.0,24955.0
17830,2012-12-31,0.023717,82.01,916545.0,801444.0,0.023717,75165855.45,2010.0,91946.0,31685.0,24955.0,6242.0,10500.0,5291.0,23409.0,422.0,1247.0,10467.0,26452.0,65622.0,1415.0,8239.0,15042.0,24955.0
17830,2013-01-31,0.067797,87.57,916545.0,836379.0,0.067797,80261845.64999999,2010.0,89409.0,29610.0,25914.0,4854.0,11660.0,1624.0,21597.0,477.0,945.0,9537.0,23786.0,62102.0,2057.0,8518.0,16443.0,25914.0
17830,2013-02-28,0.040139,90.55,916640.0,754627.0,0.03403,83001752.0,2010.0,89409.0,29610.0,25914.0,4854.0,11660.0,1624.0,21597.0,477.0,945.0,9537.0,23786.0,62102.0,2057.0,8518.0,16443.0,25914.0
17830,2013-03-28,0.031806,93.43,918263.0,626835.0,0.031806,85793312.09,2010.0,89409.0,29610.0,25914.0,4854.0,11660.0,1624.0,21597.0,477.0,945.0,9537.0,23786.0,62102.0,2057.0,8518.0,16443.0,25914.0
17830,2013-04-30,-0.022905,91.29,919301.0,769969.0,-0.022905,83922988.29,2010.0,88513.0,29161.0,26194.0,4767.0,9994.0,1252.0,21572.0,444.0,1270.0,10161.0,22559.0,60695.0,1266.0,8428.0,14399.0,26194.0
17830,2013-05-31,0.045405,94.9,919301.0,690437.0,0.039544,87241664.9,2010.0,88513.0,29161.0,26194.0,4767.0,9994.0,1252.0,21572.0,444.0,1270.0,10161.0,22559.0,60695.0,1266.0,8428.0,14399.0,26194.0
17830,2013-06-28,-0.020653,92.94,919301.0,736192.0,-0.020653,85439834.94,2010.0,88513.0,29161.0,26194.0,4767.0,9994.0,1252.0,21572.0,444.0,1270.0,10161.0,22559.0,60695.0,1266.0,8428.0,14399.0,26194.0
17830,2013-07-31,0.135894,105.57,917509.0,705698.0,0.135894,96861425.13,2010.0,88744.0,28790.0,26987.0,4909.0,11039.0,1281.0,20375.0,439.0,1552.0,10232.0,23164.0,60201.0,1560.0,8399.0,16006.0,26987.0
17830,2013-08-30,-0.046746,100.1,917509.0,576339.0,-0.051814,91842650.89999999,2010.0,88744.0,28790.0,26987.0,4909.0,11039.0,1281.0,20375.0,439.0,1552.0,10232.0,23164.0,60201.0,1560.0,8399.0,16006.0,26987.0
17830,2013-09-30,0.077123,107.82,917509.0,598618.0,0.077123,98925820.38,2010.0,88744.0,28790.0,26987.0,4909.0,11039.0,1281.0,20375.0,439.0,1552.0,10232.0,23164.0,60201.0,1560.0,8399.0,16006.0,26987.0
17830,2013-10-31,-0.014561,106.25,917582.0,727933.0,-0.014561,97493087.5,2010.0,90326.0,29351.0,28577.0,4621.0,10524.0,1403.0,19785.0,452.0,1415.0,10765.0,23519.0,60283.0,1432.0,8549.0,15462.0,28577.0
17830,2013-11-29,0.048941,110.86,917582.0,485117.0,0.043388,101723140.52,2010.0,90326.0,29351.0,28577.0,4621.0,10524.0,1403.0,19785.0,452.0,1415.0,10765.0,23519.0,60283.0,1432.0,8549.0,15462.0,28577.0
17830,2013-12-31,0.02652,113.8,917582.0,580942.0,0.02652,104420831.6,2010.0,90326.0,29351.0,28577.0,4621.0,10524.0,1403.0,19785.0,452.0,1415.0,10765.0,23519.0,60283.0,1432.0,8549.0,15462.0,28577.0
17830,2014-01-31,0.001933,114.02,917582.0,747313.0,0.001933,104622699.64,2010.0,90594.0,29442.0,31866.0,4619.0,11733.0,500.0,19741.0,486.0,1449.0,10330.0,22800.0,57264.0,1463.0,8866.0,16759.0,31866.0
17830,2014-02-28,0.031486,117.02,915236.0,736973.0,0.026311,107100916.72,2010.0,90594.0,29442.0,31866.0,4619.0,11733.0,500.0,19741.0,486.0,1449.0,10330.0,22800.0,57264.0,1463.0,8866.0,16759.0,31866.0
17830,2014-03-31,-0.001538,116.84,916444.0,739656.0,-0.001538,107077316.96000001,2010.0,90594.0,29442.0,31866.0,4619.0,11733.0,500.0,19741.0,486.0,1449.0,10330.0,22800.0,57264.0,1463.0,8866.0,16759.0,31866.0
17830,2014-04-30,0.012753,118.33,916731.0,686019.0,0.012753,108476779.23,2010.0,91229.0,29820.0,32317.0,4477.0,10223.0,304.0,19739.0,467.0,1213.0,10992.0,22931.0,57397.0,1213.0,8895.0,14745.0,32317.0
17830,2014-05-30,-0.012845,116.22,916731.0,598865.0,-0.017832,106542476.82,2010.0,91229.0,29820.0,32317.0,4477.0,10223.0,304.0,19739.0,467.0,1213.0,10992.0,22931.0,57397.0,1213.0,8895.0,14745.0,32317.0
17830,2014-06-30,-0.006625,115.45,916731.0,652335.0,-0.006625,105836593.95,2010.0,91229.0,29820.0,32317.0,4477.0,10223.0,304.0,19739.0,467.0,1213.0,10992.0,22931.0,57397.0,1213.0,8895.0,14745.0,32317.0
17830,2014-07-31,-0.089216,105.15,914810.0,1035506.0,-0.089216,96192271.5,2010.0,92142.0,29641.0,33785.0,4962.0,8889.0,2235.0,17837.0,423.0,1820.0,9896.0,24330.0,56803.0,1680.0,9026.0,13562.0,33785.0
17830,2014-08-29,0.032525,107.98,914810.0,767466.0,0.026914,98781183.8,2010.0,92142.0,29641.0,33785.0,4962.0,8889.0,2235.0,17837.0,423.0,1820.0,9896.0,24330.0,56803.0,1680.0,9026.0,13562.0,33785.0
17830,2014-09-30,-0.022041,105.6,914810.0,727151.0,-0.022041,96603936.0,2010.0,92142.0,29641.0,33785.0,4962.0,8889.0,2235.0,17837.0,423.0,1820.0,9896.0,24330.0,56803.0,1680.0,9026.0,13562.0,33785.0
17830,2014-10-31,0.013258,107.0,911658.0,1247937.0,0.013258,97547406.0,2010.0,91774.0,29411.0,34049.0,5035.0,9703.0,2141.0,17857.0,462.0,1755.0,10341.0,23908.0,56244.0,1854.0,9182.0,14613.0,34049.0
17830,2014-11-28,0.034299,110.08,911658.0,772379.0,0.028785,100355312.64,2010.0,91774.0,29411.0,34049.0,5035.0,9703.0,2141.0,17857.0,462.0,1755.0,10341.0,23908.0,56244.0,1854.0,9182.0,14613.0,34049.0
17830,2014-12-31,0.044695,115.0,911658.0,913727.0,0.044695,104840670.0,2010.0,91774.0,29411.0,34049.0,5035.0,9703.0,2141.0,17857.0,462.0,1755.0,10341.0,23908.0,56244.0,1854.0,9182.0,14613.0,34049.0
17830,2015-01-30,-0.001913,114.78,911658.0,979931.0,-0.001913,104640105.24,2010.0,91289.0,29758.0,31213.0,5235.0,10263.0,1922.0,17872.0,468.0,1278.0,9865.0,22895.0,58585.0,1473.0,9276.0,14980.0,31213.0
17830,2015-02-27,0.067695,121.91,907157.0,610957.0,0.062119,110591509.86999999,2010.0,91289.0,29758.0,31213.0,5235.0,10263.0,1922.0,17872.0,468.0,1278.0,9865.0,22895.0,58585.0,1473.0,9276.0,14980.0,31213.0
17830,2015-03-31,-0.038635,117.2,908450.0,905754.0,-0.038635,106470340.0,2010.0,91289.0,29758.0,31213.0,5235.0,10263.0,1922.0,17872.0,468.0,1278.0,9865.0,22895.0,58585.0,1473.0,9276.0,14980.0,31213.0
17830,2015-04-30,-0.029437,113.75,919301.0,662434.0,-0.029437,104570488.75,2010.0,91327.0,29958.0,28650.0,5281.0,9026.0,4184.0,17809.0,458.0,1364.0,10336.0,25729.0,61025.0,1426.0,9175.0,13320.0,28650.0
17830,2015-05-29,0.035692,117.17,890202.0,618020.0,0.030066,104304968.34,2010.0,91327.0,29958.0,28650.0,5281.0,9026.0,4184.0,17809.0,458.0,1364.0,10336.0,25729.0,61025.0,1426.0,9175.0,13320.0,28650.0
17830,2015-06-30,-0.053256,110.93,890202.0,802313.0,-0.053256,98750107.86,2010.0,91327.0,29958.0,28650.0,5281.0,9026.0,4184.0,17809.0,458.0,1364.0,10336.0,25729.0,61025.0,1426.0,9175.0,13320.0,28650.0
17830,2015-07-31,-0.095736,100.31,890598.0,1331495.0,-0.095736,89335885.38,2010.0,92773.0,30669.0,30377.0,5933.0,10015.0,2954.0,19489.0,457.0,1462.0,10295.0,23729.0,60701.0,1542.0,9266.0,14690.0,30377.0
17830,2015-08-31,-0.080351,91.61,890598.0,1238821.0,-0.086731,81587682.78,2010.0,92773.0,30669.0,30377.0,5933.0,10015.0,2954.0,19489.0,457.0,1462.0,10295.0,23729.0,60701.0,1542.0,9266.0,14690.0,30377.0
17830,2015-09-30,-0.0286,88.99,890598.0,1156204.0,-0.0286,79254316.02,2010.0,92773.0,30669.0,30377.0,5933.0,10015.0,2954.0,19489.0,457.0,1462.0,10295.0,23729.0,60701.0,1542.0,9266.0,14690.0,30377.0
17830,2015-10-30,0.105855,98.41,887021.0,1015438.0,0.105855,87291736.61,2010.0,92135.0,32359.0,30525.0,5477.0,9230.0,3239.0,19428.0,486.0,1426.0,8453.0,23689.0,59952.0,1362.0,8515.0,13788.0,30525.0
17830,2015-11-30,-0.017478,96.05,887021.0,823776.0,-0.023981,85198367.05,2010.0,92135.0,32359.0,30525.0,5477.0,9230.0,3239.0,19428.0,486.0,1426.0,8453.0,23689.0,59952.0,1362.0,8515.0,13788.0,30525.0
17830,2015-12-31,0.000208,96.07,887021.0,1272870.0,0.000208,85216107.47,2010.0,92135.0,32359.0,30525.0,5477.0,9230.0,3239.0,19428.0,486.0,1426.0,8453.0,23689.0,59952.0,1362.0,8515.0,13788.0,30525.0
17830,2016-01-29,-0.087228,87.69,887021.0,1408032.0,-0.087228,77782871.49,2010.0,87484.0,26706.0,27358.0,7075.0,9737.0,1105.0,19320.0,462.0,-256.0,8135.0,22618.0,58518.0,3278.0,8732.0,14652.0,27358.0
17830,2016-02-29,0.109134,96.62,836432.0,1829925.0,0.101836,80816059.84,2010.0,87484.0,26706.0,27358.0,7075.0,9737.0,1105.0,19320.0,462.0,-256.0,8135.0,22618.0,58518.0,3278.0,8732.0,14652.0,27358.0
17830,2016-03-31,0.036017,100.1,836730.0,1032090.0,0.036017,83756673.0,2010.0,87484.0,26706.0,27358.0,7075.0,9737.0,1105.0,19320.0,462.0,-256.0,8135.0,22618.0,58518.0,3278.0,8732.0,14652.0,27358.0
17830,2016-04-29,0.042657,104.37,836866.0,814750.0,0.042657,87343704.42,2010.0,88571.0,27527.0,28353.0,7215.0,9157.0,1363.0,21688.0,466.0,1172.0,8507.0,20523.0,58541.0,1183.0,8763.0,13357.0,28353.0
17830,2016-05-31,-0.02999,100.58,836866.0,752274.0,-0.036313,84171982.28,2010.0,88571.0,27527.0,28353.0,7215.0,9157.0,1363.0,21688.0,466.0,1172.0,8507.0,20523.0,58541.0,1183.0,8763.0,13357.0,28353.0
17830,2016-06-30,0.019586,102.55,836866.0,898653.0,0.019586,85820608.3,2010.0,88571.0,27527.0,28353.0,7215.0,9157.0,1363.0,21688.0,466.0,1172.0,8507.0,20523.0,58541.0,1183.0,8763.0,13357.0,28353.0
17830,2016-07-29,0.049732,107.65,836927.0,727525.0,0.049732,90095191.55000001,2010.0,89480.0,27970.0,29090.0,6785.0,10188.0,2407.0,20130.0,494.0,1426.0,8747.0,22183.0,58518.0,1379.0,8911.0,14874.0,29090.0
17830,2016-08-31,-0.005202,106.43,836927.0,544893.0,-0.011333,89074140.61,2010.0,89480.0,27970.0,29090.0,6785.0,10188.0,2407.0,20130.0,494.0,1426.0,8747.0,22183.0,58518.0,1379.0,8911.0,14874.0,29090.0
17830,2016-09-30,-0.045382,101.6,836927.0,791627.0,-0.045382,85031783.19999999,2010.0,89480.0,27970.0,29090.0,6785.0,10188.0,2407.0,20130.0,494.0,1426.0,8747.0,22183.0,58518.0,1379.0,8911.0,14874.0,29090.0
17830,2016-10-31,0.005906,102.2,823406.0,813721.0,0.005906,84152093.2,2010.0,90062.0,28548.0,29187.0,7107.0,9826.0,2475.0,20190.0,496.0,1443.0,9081.0,22541.0,58983.0,1480.0,8989.0,14354.0,29187.0
17830,2016-11-30,0.06047,107.72,823406.0,686789.0,0.054012,88697294.32,2010.0,90062.0,28548.0,29187.0,7107.0,9826.0,2475.0,20190.0,496.0,1443.0,9081.0,22541.0,58983.0,1480.0,8989.0,14354.0,29187.0
17830,2016-12-30,0.017638,109.62,823406.0,655725.0,0.017638,90261765.72,2010.0,90062.0,28548.0,29187.0,7107.0,9826.0,2475.0,20190.0,496.0,1443.0,9081.0,22541.0,58983.0,1480.0,8989.0,14354.0,29187.0
17830,2017-01-31,0.000456,109.67,823406.0,593806.0,0.000456,90302936.02,2010.0,89706.0,28550.0,27579.0,7157.0,10140.0,2204.0,21697.0,506.0,1024.0,8704.0,21906.0,60241.0,1013.0,9158.0,14659.0,27579.0
17830,2017-02-28,0.032279,112.55,805862.0,571744.0,0.026261,90699768.1,2010.0,89706.0,28550.0,27579.0,7157.0,10140.0,2204.0,21697.0,506.0,1024.0,8704.0,21906.0,60241.0,1013.0,9158.0,14659.0,27579.0
17830,2017-03-31,-0.003021,112.21,801687.0,697534.0,-0.003021,89957298.27,2010.0,89706.0,28550.0,27579.0,7157.0,10140.0,2204.0,21697.0,506.0,1024.0,8704.0,21906.0,60241.0,1013.0,9158.0,14659.0,27579.0
17830,2017-04-28,0.060422,118.99,801228.0,580989.0,0.060422,95338119.72,2010.0,90373.0,29305.0,27594.0,7156.0,9603.0,3684.0,20898.0,512.0,1386.0,9386.0,23726.0,60794.0,1386.0,9255.0,13815.0,27594.0
17830,2017-05-31,0.024792,121.28,801228.0,598123.0,0.019245,97172931.84,2010.0,90373.0,29305.0,27594.0,7156.0,9603.0,3684.0,20898.0,512.0,1386.0,9386.0,23726.0,60794.0,1386.0,9255.0,13815.0,27594.0
17830,2017-06-30,0.006844,122.11,801228.0,585525.0,0.006844,97837951.08,2010.0,90373.0,29305.0,27594.0,7156.0,9603.0,3684.0,20898.0,512.0,1386.0,9386.0,23726.0,60794.0,1386.0,9255.0,13815.0,27594.0
17830,2017-07-31,-0.02899,118.57,798773.0,483608.0,-0.02899,94710514.61,2010.0,94793.0,32829.0,28442.0,9345.0,10608.0,2743.0,23883.0,527.0,1439.0,9860.0,23919.0,64232.0,1439.0,9475.0,15280.0,28442.0
17830,2017-08-31,0.015603,119.72,798773.0,723251.0,0.009699,95629103.56,2010.0,94793.0,32829.0,28442.0,9345.0,10608.0,2743.0,23883.0,527.0,1439.0,9860.0,23919.0,64232.0,1439.0,9475.0,15280.0,28442.0
17830,2017-09-29,-0.030404,116.08,798773.0,1013793.0,-0.030404,92721569.84,2010.0,94793.0,32829.0,28442.0,9345.0,10608.0,2743.0,23883.0,527.0,1439.0,9860.0,23919.0,64232.0,1439.0,9475.0,15280.0,28442.0
17830,2017-10-31,0.031702,119.76,798570.0,611537.0,0.031702,95636743.2,2010.0,96352.0,32963.0,29881.0,8523.0,10532.0,3197.0,24063.0,543.0,1330.0,10083.0,25249.0,64232.0,1330.0,9763.0,15062.0,29881.0
17830,2017-11-30,0.019957,121.45,798570.0,551131.0,0.014112,96986326.5,2010.0,96352.0,32963.0,29881.0,8523.0,10532.0,3197.0,24063.0,543.0,1330.0,10083.0,25249.0,64232.0,1330.0,9763.0,15062.0,29881.0
17830,2017-12-29,0.050391,127.57,798570.0,619548.0,0.050391,101873574.89999999,2010.0,96352.0,32963.0,29881.0,8523.0,10532.0,3197.0,24063.0,543.0,1330.0,10083.0,25249.0,64232.0,1330.0,9763.0,15062.0,29881.0
17830,2018-01-31,0.081837,138.00999,798570.0,912522.0,0.081837,110210637.71429999,2010.0,96920.0,32858.0,29610.0,8985.0,11103.0,2496.0,24989.0,558.0,397.0,9881.0,24391.0,65368.0,397.0,10186.0,15680.0,29610.0
17830,2018-02-28,-0.018622,134.74001,799778.0,1261264.0,-0.023694,107762095.71778001,2010.0,96920.0,32858.0,29610.0,8985.0,11103.0,2496.0,24989.0,558.0,397.0,9881.0,24391.0,65368.0,397.0,10186.0,15680.0,29610.0
17830,2018-03-29,-0.066202,125.82,800086.0,975194.0,-0.066202,100666820.52,2010.0,96920.0,32858.0,29610.0,8985.0,11103.0,2496.0,24989.0,558.0,397.0,9881.0,24391.0,65368.0,397.0,10186.0,15680.0,29610.0
17830,2018-04-30,-0.045064,120.15,800059.0,924546.0,-0.045064,96127088.85000001,2010.0,98779.0,32741.0,30534.0,7667.0,10660.0,2194.0,25153.0,581.0,1297.0,8938.0,24747.0,66152.0,1297.0,10283.0,15242.0,30534.0
17830,2018-05-31,0.044694,124.82,800059.0,757350.0,0.038868,99863364.38,2010.0,98779.0,32741.0,30534.0,7667.0,10660.0,2194.0,25153.0,581.0,1297.0,8938.0,24747.0,66152.0,1297.0,10283.0,15242.0,30534.0
17830,2018-06-29,0.001682,125.03,800059.0,832812.0,0.001682,100031376.77,2010.0,98779.0,32741.0,30534.0,7667.0,10660.0,2194.0,25153.0,581.0,1297.0,8938.0,24747.0,66152.0,1297.0,10283.0,15242.0,30534.0
17830,2018-07-31,0.08566,135.74001,800093.0,865064.0,0.08566,108604631.82093,2010.0,101569.0,36556.0,31364.0,11068.0,11783.0,1063.0,27246.0,592.0,2048.0,8979.0,25068.0,68093.0,2048.0,10115.0,16705.0,31364.0
17830,2018-08-31,-0.024606,131.7,800093.0,708807.0,-0.029763,105372248.1,2010.0,101569.0,36556.0,31364.0,11068.0,11783.0,1063.0,27246.0,592.0,2048.0,8979.0,25068.0,68093.0,2048.0,10115.0,16705.0,31364.0
17830,2018-09-28,0.061579,139.81,800093.0,671390.0,0.061579,111861002.33,2010.0,101569.0,36556.0,31364.0,11068.0,11783.0,1063.0,27246.0,592.0,2048.0,8979.0,25068.0,68093.0,2048.0,10115.0,16705.0,31364.0
17830,2018-10-31,-0.11158,124.21,800984.0,1085032.0,-0.11158,99490222.64,2010.0,114939.0,40204.0,32106.0,13799.0,11917.0,1668.0,38275.0,593.0,1238.0,9068.0,26504.0,80564.0,1238.0,10236.0,16510.0,32106.0
17830,2018-11-30,-0.013163,121.84,863384.0,1324691.0,-0.019081,105194706.56,2010.0,114939.0,40204.0,32106.0,13799.0,11917.0,1668.0,38275.0,593.0,1238.0,9068.0,26504.0,80564.0,1238.0,10236.0,16510.0,32106.0
17830,2018-12-31,-0.126067,106.48,863384.0,1279078.0,-0.126067,91933128.32000001,2010.0,114939.0,40204.0,32106.0,13799.0,11917.0,1668.0,38275.0,593.0,1238.0,9068.0,26504.0,80564.0,1238.0,10236.0,16510.0,32106.0
17830,2019-01-31,0.108847,118.07,863384.0,1208073.0,0.108847,101939748.88,2010.0,134211.0,35503.0,38446.0,6152.0,12943.0,4345.0,41192.0,667.0,686.0,10083.0,31368.0,93492.0,686.0,12297.0,18044.0,38446.0
17830,2019-02-28,0.070594,125.67,861749.0,779917.0,0.064369,108295996.83,2010.0,134211.0,35503.0,38446.0,6152.0,12943.0,4345.0,41192.0,667.0,686.0,10083.0,31368.0,93492.0,686.0,12297.0,18044.0,38446.0
17830,2019-03-29,0.025623,128.89,862332.0,776682.0,0.025623,111145971.47999999,2010.0,134211.0,35503.0,38446.0,6152.0,12943.0,4345.0,41192.0,667.0,686.0,10083.0,31368.0,93492.0,686.0,12297.0,18044.0,38446.0
17830,2019-04-30,0.106447,142.61,862291.0,595439.0,0.106447,122971319.51,2010.0,137380.0,35402.0,39738.0,6240.0,7558.0,4764.0,43024.0,680.0,712.0,10474.0,31403.0,95325.0,1346.0,14824.0,10953.0,39738.0
17830,2019-05-31,-0.109214,126.3,862291.0,643446.0,-0.114368,108907353.3,2010.0,137380.0,35402.0,39738.0,6240.0,7558.0,4764.0,43024.0,680.0,712.0,10474.0,31403.0,95325.0,1346.0,14824.0,10953.0,39738.0
17830,2019-06-28,0.030879,130.2,862906.0,917854.0,0.030879,112350361.19999999,2010.0,137380.0,35402.0,39738.0,6240.0,7558.0,4764.0,43024.0,680.0,712.0,10474.0,31403.0,95325.0,1346.0,14824.0,10953.0,39738.0
17830,2019-07-31,0.026114,133.60001,862831.0,705272.0,0.026114,115274230.22831,2010.0,138990.0,37058.0,40754.0,6819.0,7904.0,7921.0,40168.0,650.0,1183.0,10934.0,35422.0,95904.0,1900.0,15106.0,11329.0,40754.0
17830,2019-08-30,-0.019648,130.24001,862831.0,609486.0,-0.02515,112375118.06831001,2010.0,138990.0,37058.0,40754.0,6819.0,7904.0,7921.0,40168.0,650.0,1183.0,10934.0,35422.0,95904.0,1900.0,15106.0,11329.0,40754.0
17830,2019-09-30,0.048219,136.52,862919.0,523441.0,0.048219,117805701.88000001,2010.0,138990.0,37058.0,40754.0,6819.0,7904.0,7921.0,40168.0,650.0,1183.0,10934.0,35422.0,95904.0,1900.0,15106.0,11329.0,40754.0
17830,2019-10-31,0.051714,143.58,863098.0,693765.0,0.051714,123923610.84,2010.0,139009.0,37816.0,40468.0,7341.0,7817.0,7368.0,39887.0,692.0,958.0,11242.0,35567.0,96083.0,1148.0,14810.0,11373.0,40468.0
17830,2019-11-29,0.038271,148.34,863098.0,493098.0,0.033152,128031957.32000001,2010.0,139009.0,37816.0,40468.0,7341.0,7817.0,7368.0,39887.0,692.0,958.0,11242.0,35567.0,96083.0,1148.0,14810.0,11373.0,40468.0
17830,2019-12-31,0.009573,149.75999,863098.0,562886.0,0.009573,129257547.84901999,2010.0,139009.0,37816.0,40468.0,7341.0,7817.0,7368.0,39887.0,692.0,958.0,11242.0,35567.0,96083.0,1148.0,14810.0,11373.0,40468.0
17830,2020-01-31,0.002938,150.2,863098.0,760031.0,0.002938,129637319.6,2010.0,139716.0,37497.0,41774.0,7378.0,8430.0,6404.0,39932.0,686.0,657.0,10950.0,34586.0,95390.0,1143.0,15409.0,11694.0,41774.0
17830,2020-02-28,-0.125666,130.59,865309.0,1022638.0,-0.130559,113000702.31,2010.0,139716.0,37497.0,41774.0,7378.0,8430.0,6404.0,39932.0,686.0,657.0,10950.0,34586.0,95390.0,1143.0,15409.0,11694.0,41774.0
17830,2020-03-31,-0.277663,94.33,866165.0,2632478.0,-0.277663,81705344.45,2010.0,139716.0,37497.0,41774.0,7378.0,8430.0,6404.0,39932.0,686.0,657.0,10950.0,34586.0,95390.0,1143.0,15409.0,11694.0,41774.0
17830,2020-04-30,0.245452,64.81,1516269.0,3178468.0,0.245452,98269393.89,2010.0,139716.0,37497.0,41774.0,7378.0,8430.0,6404.0,39932.0,686.0,657.0,10950.0,34586.0,95390.0,1143.0,15409.0,11694.0,41774.0
17830,2020-05-29,0.002854,64.52,1516269.0,2801817.0,-0.004475,97829675.88,2010.0,139572.0,38875.0,39411.0,8001.0,7839.0,3087.0,45358.0,728.0,438.0,11506.0,31502.0,97542.0,-83.0,15108.0,11360.0,39411.0
17830,2020-06-30,-0.044947,61.62,1516269.0,2556994.0,-0.044947,93432495.78,2010.0,139572.0,38875.0,39411.0,8001.0,7839.0,3087.0,45358.0,728.0,438.0,11506.0,31502.0,97542.0,-83.0,15108.0,11360.0,39411.0
17830,2020-07-31,-0.080169,56.68,1527655.0,1909148.0,-0.080169,86587485.4,2010.0,161517.0,42274.0,67225.0,6975.0,10920.0,1540.0,32933.0,1111.0,-3844.0,10256.0,35291.0,92590.0,-3835.0,16907.0,14061.0,67225.0
17830,2020-08-31,0.084598,61.0,1527655.0,1770900.0,0.076217,93186955.0,2010.0,161517.0,42274.0,67225.0,6975.0,10920.0,1540.0,32933.0,1111.0,-3844.0,10256.0,35291.0,92590.0,-3835.0,16907.0,14061.0,67225.0
17830,2020-09-30,-0.056721,57.54,1527655.0,1753337.0,-0.056721,87901268.7,2010.0,161517.0,42274.0,67225.0,6975.0,10920.0,1540.0,32933.0,1111.0,-3844.0,10256.0,35291.0,92590.0,-3835.0,16907.0,14061.0,67225.0
17830,2020-10-30,-0.055961,54.32,1518716.0,1797962.0,-0.055961,82496653.12,2010.0,162399.0,43511.0,68379.0,10001.0,11698.0,1535.0,32897.0,1164.0,151.0,9843.0,35562.0,92289.0,264.0,16757.0,14747.0,68379.0
17830,2020-11-30,0.329069,71.72,1518716.0,1912912.0,0.320324,108922311.52,2010.0,162399.0,43511.0,68379.0,10001.0,11698.0,1535.0,32897.0,1164.0,151.0,9843.0,35562.0,92289.0,264.0,16757.0,14747.0,68379.0
